Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Int,Frc Fum,Fum Rec,Pass Def,POS,TD
Taquan Mizzell,CHI,1.0,5.34,0.04,0.58,5.74,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Ty Montgomery,BAL,1.0,16.52,0.14,1.62,14.53,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Latavius Murray,MIN,1.0,26.59,0.14,1.04,7.81,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Roosevelt Nix,PIT,1.0,0.0,0.0,0.49,2.2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dare Ogunbowale,TB,1.0,6.31,0.04,0.55,3.39,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamize Olawale,DAL,1.0,0.0,0.01,0.2,1.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijhaa Penny,NYG,1.0,0.9,0.02,0.45,2.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rashaad Penny,SEA,1.0,30.84,0.2,0.86,7.98,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Adrian Peterson,WAS,1.0,81.57,0.42,1.79,16.0,0.08,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jalen Richard,OAK,1.0,12.58,0.07,4.81,37.36,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Theo Riddick,DET,1.0,18.62,0.07,3.93,35.68,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Stevan Ridley,PIT,1.0,11.47,0.05,0.42,2.51,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.03
Jacquizz Rodgers,TB,1.0,9.16,0.04,2.54,21.67,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jaylen Samuels,PIT,1.0,10.12,0.06,0.74,5.04,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Anthony Sherman,KC,1.0,0.0,0.0,0.33,1.88,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wendell Smallwood,PHI,1.0,24.98,0.14,2.41,18.28,0.11,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.11
Ito Smith,ATL,1.0,37.7,0.28,2.03,15.68,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Keith Smith,OAK,1.0,0.0,0.0,0.3,1.35,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rod Smith,DAL,1.0,6.33,0.07,0.58,4.66,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mark Walton,CIN,1.0,5.95,0.03,0.25,1.36,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Spencer Ware,KC,1.0,12.35,0.1,1.79,15.21,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
DeAndre Washington,OAK,1.0,7.6,0.05,0.71,5.55,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.02
Dwayne Washington,NO,1.0,3.82,0.02,0.24,2.47,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derek Watt,LAC,1.0,0.23,0.01,0.15,0.48,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Wilkins,IND,1.0,16.15,0.09,0.43,3.62,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Damien Williams,KC,1.0,4.33,0.02,0.38,2.84,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamaal Williams,GB,1.0,26.72,0.18,1.2,11.24,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brandon Wilson,CIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.11,0.01,0.01,0.01,0.05,RB,0.0
T.J. Yeldon,JAX,1.0,18.01,0.1,4.12,34.55,0.22,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Zach Zenner,DET,1.0,4.16,0.03,0.51,4.38,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
