Player,Bye,Proj,Actual,Pts vs.*,Sack,Safe,TFL,Int,Fum Rec,TD,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,Yds,TD,TD,POS
No new player Notes Arizona Ari - DEF Final (W) 28-18 @ SF,9,211,211,21.8,2.4,0.1,3.8,0.8,0.5,0.1,0.1,0.0,0.6,342,2.8,97.6,0.1,0.1,DST
No new player Notes New Orleans NO - DEF Final (W) 43-19 vs Was,6,217,217,22.8,2.6,0.0,3.5,0.8,0.5,0.1,0.1,0.0,0.4,376,2.9,71.8,0.1,0.1,DST
No new player Notes New York NYG - DEF Final (L) 33-31 @ Car,9,227,227,25.0,2.0,0.0,2.6,0.8,0.4,0.2,0.1,0.1,0.7,368,2.9,70.2,0.2,0.1,DST
No new player Notes Detroit Det - DEF Final (W) 31-23 vs GB,6,232,232,25.0,2.1,0.0,2.9,0.8,0.5,0.2,0.0,0.1,0.4,376,2.3,61.7,0.2,0.0,DST
No new player Notes San Francisco SF - DEF Final (L) 28-18 vs Ari,11,239,239,18.8,2.4,0.0,3.2,0.8,0.5,0.1,0.0,0.0,0.4,325,3.4,30.9,0.1,0.0,DST
Player Note Cleveland Cle - DEF Final (W) 12-9 vs Bal,11,240,240,22.5,2.3,0.0,3.3,0.7,0.5,0.1,0.1,0.0,0.3,375,2.7,64.8,0.1,0.1,DST
No new player Notes Buffalo Buf - DEF Final (W) 13-12 vs Ten,11,251,251,22.3,2.2,0.0,3.0,0.8,0.4,0.2,0.0,0.0,0.5,356,2.7,65.7,0.2,0.0,DST
No new player Notes Green Bay GB - DEF Final (L) 31-23 @ Det,7,253,253,25.0,2.4,0.0,3.2,0.8,0.5,0.1,0.0,0.0,0.3,418,3.3,58.0,0.1,0.0,DST
No new player Notes Minnesota Min - DEF Final (W) 23-21 @ Phi,10,254,254,25.8,2.2,0.1,3.7,0.7,0.4,0.2,0.1,0.0,0.6,405,2.7,63.2,0.2,0.1,DST
No new player Notes Dallas Dal - DEF Final (L) 19-16 @ Hou,8,260,260,24.5,2.8,0.0,4.2,0.8,0.6,0.0,0.0,0.0,0.6,369,3.0,68.1,0.0,0.0,DST
No new player Notes New York NYJ - DEF Final (W) 34-16 vs Den,11,263,263,21.8,2.4,0.0,3.0,0.9,0.5,0.1,0.0,0.0,0.5,339,3.1,74.5,0.1,0.0,DST
No new player Notes Pittsburgh Pit - DEF Final (W) 41-17 vs Atl,7,266,266,26.8,2.2,0.1,3.4,0.7,0.4,0.2,0.0,0.1,0.6,455,2.1,63.7,0.2,0.0,DST
No new player Notes Miami Mia - DEF Final (L) 27-17 @ Cin,11,277,277,26.8,2.0,0.0,2.3,0.7,0.5,0.2,0.0,0.0,0.3,371,2.3,59.7,0.2,0.0,DST
No new player Notes Jacksonville Jax - DEF Final (L) 30-14 @ KC,9,306,306,25.5,2.3,0.1,3.8,0.8,0.4,0.1,0.1,0.0,0.3,369,2.8,47.3,0.1,0.1,DST
No new player Notes Kansas City KC - DEF Final (W) 30-14 vs Jax,12,309,309,22.5,2.5,0.0,3.5,0.8,0.6,0.1,0.0,0.0,0.8,378,3.1,46.8,0.1,0.0,DST
No new player Notes Seattle Sea - DEF Final (L) 33-31 vs LAR,7,332,332,29.0,2.2,0.1,3.3,0.7,0.5,0.1,0.0,0.1,0.5,433.0,3.1,90.8,0.1,0.0,DST
No new player Notes Washington Was - DEF Final (L) 43-19 @ NO,4,382,382,28.8,2.1,0.0,2.8,0.6,0.5,0.2,0.0,0.0,0.3,427.0,2.0,50.6,0.2,0.0,DST
No new player Notes Atlanta Atl - DEF Final (L) 41-17 @ Pit,8,423,423,30.3,1.9,0.0,2.9,0.6,0.5,0.1,0.0,0.0,0.3,432.0,2.2,52.7,0.1,0.0,DST
No new player Notes Oakland Oak - DEF Final (L) 26-10 @ LAC,7,488,488,28.3,2.1,0.1,2.8,0.6,0.5,0.1,0.0,0.0,0.3,428.0,2.3,29.9,0.1,0.0,DST
No new player Notes Indianapolis Ind - DEF Final (L) 38-24 @ NE,9,520,520,30.0,1.9,0.0,2.8,0.6,0.4,0.1,0.0,0.0,0.3,398.0,2.3,34.0,0.1,0.0,DST
No new player Notes Chicago Chi - DEF Bye,5,1570,1570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Tampa Bay TB - DEF Bye,5,1571,1571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
