Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Frc Fum,Fum Rec,Pass Def,POS,TD
Tyler Ervin,BAL,1.0,1.8,0.01,0.34,2.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Leonard Fournette,JAX,1.0,33.59,0.23,1.3,10.41,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Royce Freeman,DEN,1.0,63.38,0.5,1.45,11.16,0.05,0.07,0.01,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wayne Gallman,NYG,1.0,18.84,0.1,1.41,11.65,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mike Gillislee,FA,1.0,18.67,0.13,0.16,1.24,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Melvin Gordon,LAC,1.0,70.57,0.46,3.87,36.87,0.21,0.05,0.03,0.0,0.0,0.0,0.0,0.0,RB,0.0
Frank Gore,MIA,1.0,28.02,0.15,1.06,7.31,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Corey Grant,JAX,1.0,6.0,0.04,1.29,12.23,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Todd Gurley,LAR,1.0,86.23,0.62,4.07,41.93,0.24,0.1,0.06,0.0,0.0,0.0,0.0,0.0,RB,0.0
C.J. Ham,MIN,1.0,0.74,0.01,1.02,6.56,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derrick Henry,TEN,1.0,53.01,0.31,1.44,13.12,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brian Hill,ATL,1.0,6.34,0.05,0.44,3.65,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Nyheim Hines,IND,1.0,24.58,0.16,2.71,21.54,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Howard,CHI,1.0,65.18,0.51,2.66,19.68,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kareem Hunt,FA,1.0,62.66,0.42,2.42,17.94,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Carlos Hyde,JAX,1.0,63.91,0.47,1.8,13.08,0.08,0.09,0.03,0.0,0.0,0.0,0.0,0.0,RB,0.0
Chris Ivory,BUF,1.0,17.47,0.09,0.93,7.14,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Justin Jackson,LAC,1.0,8.61,0.06,0.59,4.29,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Andy Janovich,DEN,1.0,0.9,0.02,0.26,2.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
David Johnson,ARI,1.0,58.82,0.46,3.96,39.55,0.22,0.13,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Duke Johnson,CLE,1.0,15.63,0.11,2.7,25.56,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kerryon Johnson,DET,1.0,49.58,0.3,2.76,23.64,0.08,0.06,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Aaron Jones,GB,1.0,35.66,0.27,1.02,9.6,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Taiwan Jones,BUF,1.0,0.0,0.0,0.45,4.97,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kyle Juszczyk,SF,1.0,0.0,0.0,2.65,26.86,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Alvin Kamara,NO,1.0,58.68,0.47,7.66,70.77,0.41,0.07,0.07,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dion Lewis,TEN,1.0,36.61,0.22,2.55,19.67,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Phillip Lindsay,DEN,1.0,31.13,0.22,1.21,10.86,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.04
Zach Line,NO,1.0,0.42,0.01,0.65,3.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Marshawn Lynch,OAK,1.0,69.87,0.53,2.11,16.49,0.02,0.04,0.03,0.0,0.0,0.0,0.0,0.0,RB,0.0
Tre Madden,SEA,1.0,0.42,0.0,0.26,1.74,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Doug Martin,OAK,1.0,29.61,0.17,0.74,6.73,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
LeSean McCoy,BUF,1.0,48.65,0.29,2.87,21.69,0.13,0.02,0.03,0.0,0.0,0.0,0.0,0.0,RB,0.0
Sony Michel,NE,1.0,63.17,0.4,2.29,20.72,0.06,0.08,0.01,0.0,0.0,0.0,0.0,0.0,RB,0.0
Lamar Miller,HOU,1.0,60.46,0.32,2.33,18.04,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ty Montgomery,BAL,1.0,18.04,0.12,2.24,18.8,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.02
Alfred Morris,SF,1.0,42.98,0.33,0.59,5.63,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Raheem Mostert,SF,1.0,2.59,0.02,0.45,4.73,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Latavius Murray,MIN,1.0,32.97,0.24,1.09,8.08,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Roosevelt Nix,PIT,1.0,0.7,0.01,0.22,1.59,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamize Olawale,DAL,1.0,0.59,0.01,0.27,2.64,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ricky Ortiz,ATL,1.0,2.08,0.02,0.26,1.58,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijhaa Penny,NYG,1.0,8.2,0.06,0.4,2.79,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rashaad Penny,SEA,1.0,26.55,0.14,1.24,13.38,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Senorise Perry,MIA,1.0,2.06,0.01,0.35,2.33,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Bilal Powell,NYJ,1.0,43.99,0.23,2.0,17.39,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jalen Richard,OAK,1.0,9.42,0.06,2.57,24.1,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Theo Riddick,DET,1.0,13.79,0.07,3.3,27.13,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Stevan Ridley,PIT,1.0,13.39,0.08,0.38,3.51,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jacquizz Rodgers,TB,1.0,11.06,0.05,1.21,10.34,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jaylen Samuels,PIT,1.0,3.86,0.03,0.22,1.81,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Anthony Sherman,KC,1.0,0.92,0.0,0.37,2.62,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wendell Smallwood,PHI,1.0,12.35,0.08,0.89,8.45,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ito Smith,ATL,1.0,20.65,0.16,1.6,13.15,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Keith Smith,OAK,1.0,0.18,0.01,0.55,4.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rod Smith,DAL,1.0,3.21,0.06,0.58,6.68,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
De'Anthony Thomas,KC,1.0,0.21,0.0,0.47,6.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Roc Thomas,MIN,1.0,4.87,0.03,0.3,1.94,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
De'Lance Turner,BAL,1.0,2.26,0.02,0.29,2.41,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mark Walton,CIN,1.0,10.2,0.08,0.73,5.89,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Spencer Ware,KC,1.0,15.14,0.08,0.94,7.32,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dwayne Washington,NO,1.0,3.73,0.02,0.34,1.7,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derek Watt,LAC,1.0,1.04,0.01,0.17,1.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
James White,NE,1.0,23.58,0.17,3.55,36.99,0.15,0.01,0.04,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Wilkins,IND,1.0,31.72,0.16,1.55,12.95,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Damien Williams,KC,1.0,7.13,0.02,1.13,10.46,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamaal Williams,GB,1.0,48.65,0.32,1.64,14.43,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brandon Wilson,CIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.04,0.01,0.01,0.02,RB,0.0
T.J. Yeldon,JAX,1.0,48.34,0.32,3.98,34.6,0.17,0.09,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
