Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Sack,Int,Frc Fum,Fum Rec,Pass Def,POS,TD
Tommy Bohanon,JAX,1.0,1.42,0.01,0.55,4.18,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brandon Bolden,MIA,1.0,9.66,0.09,0.67,6.79,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Devontae Booker,DEN,1.0,6.36,0.04,1.79,16.87,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Matt Breida,SF,1.0,37.58,0.29,1.99,16.02,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rex Burkhead,NE,1.0,15.38,0.09,1.32,9.72,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Trenton Cannon,NYJ,1.0,20.47,0.12,1.35,11.52,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Chris Carson,SEA,1.0,77.96,0.58,1.29,13.52,0.07,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Nick Chubb,CLE,1.0,75.83,0.48,2.69,22.33,0.17,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Tarik Cohen,CHI,1.0,27.9,0.22,3.84,38.38,0.26,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Derrick Coleman,ARI,1.0,1.55,0.0,0.32,1.97,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Tevin Coleman,ATL,1.0,55.37,0.31,2.25,19.98,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dalvin Cook,MIN,1.0,62.9,0.37,3.45,28.16,0.16,0.27,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Benny Cunningham,CHI,1.0,3.75,0.02,0.38,3.66,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Justin Davis,LAR,1.0,3.64,0.03,0.34,2.56,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mike Davis,SEA,1.0,29.06,0.18,1.4,11.82,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Matt Dayes,SF,1.0,5.42,0.04,0.34,3.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
James Develin,NE,1.0,5.12,0.06,0.82,3.91,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Patrick DiMarco,BUF,1.0,0.7,0.01,0.33,2.53,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kenneth Dixon,BAL,1.0,35.45,0.37,1.46,13.07,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kenyan Drake,MIA,1.0,34.8,0.22,2.74,24.86,0.11,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Chase Edmonds,ARI,1.0,21.39,0.16,0.7,6.5,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.04
Trey Edmunds,PIT,1.0,0.0,0.0,0.36,2.63,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Gus Edwards,BAL,1.0,66.79,0.54,0.22,1.69,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ezekiel Elliott,DAL,1.0,87.93,0.49,4.88,40.16,0.26,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Leonard Fournette,JAX,1.0,74.44,0.53,2.48,23.86,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Royce Freeman,DEN,1.0,31.23,0.31,0.77,5.7,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wayne Gallman,NYG,1.0,22.36,0.12,1.07,10.56,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Frank Gore,MIA,1.0,59.69,0.3,1.4,12.13,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Todd Gurley,LAR,1.0,85.7,0.74,3.98,41.78,0.21,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
C.J. Ham,MIN,1.0,0.76,0.01,0.53,3.9,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
De'Angelo Henderson Sr.,NYJ,1.0,7.89,0.06,0.68,5.57,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derrick Henry,TEN,1.0,57.04,0.53,1.11,9.39,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brian Hill,ATL,1.0,8.78,0.06,0.33,2.75,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dontrell Hilliard,CLE,1.0,1.62,0.01,0.76,5.57,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Nyheim Hines,IND,1.0,14.87,0.1,2.87,23.63,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Howard,CHI,1.0,66.14,0.38,0.78,6.79,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Buddy Howell,HOU,1.0,2.37,0.02,0.46,4.38,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mark Ingram,NO,1.0,44.98,0.37,1.85,15.73,0.08,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Justin Jackson,LAC,1.0,74.98,0.55,2.99,20.5,0.1,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Andy Janovich,DEN,1.0,1.27,0.02,0.59,5.37,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
David Johnson,ARI,1.0,75.61,0.43,3.61,32.91,0.13,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Duke Johnson,CLE,1.0,6.41,0.03,2.4,20.67,0.09,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Aaron Jones,GB,1.0,61.28,0.43,3.27,24.33,0.06,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ronald Jones,TB,1.0,8.65,0.06,0.51,2.78,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kyle Juszczyk,SF,1.0,0.0,0.02,2.1,19.16,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Alvin Kamara,NO,1.0,44.12,0.43,4.78,39.37,0.28,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.25
John Kelly,LAR,1.0,6.51,0.05,0.53,3.91,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dion Lewis,TEN,1.0,40.77,0.2,3.47,28.76,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Phillip Lindsay,DEN,1.0,76.09,0.7,2.77,24.96,0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.07
Zach Line,NO,1.0,0.63,0.0,0.76,2.97,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
T.J. Logan,ARI,1.0,2.4,0.01,0.19,0.45,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Marlon Mack,IND,1.0,55.66,0.36,1.47,11.13,0.06,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Tre Madden,SEA,1.0,0.0,0.0,0.27,1.31,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Doug Martin,OAK,1.0,66.05,0.57,1.64,14.29,0.08,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Christian McCaffrey,CAR,1.0,73.0,0.47,5.52,52.93,0.36,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijah McGuire,NYJ,1.0,47.22,0.29,2.55,23.98,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
J.D. McKissic,SEA,1.0,4.25,0.03,0.72,7.32,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Sony Michel,NE,1.0,60.36,0.5,0.79,5.88,0.03,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Lamar Miller,HOU,1.0,75.45,0.47,2.32,19.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Joe Mixon,CIN,1.0,75.7,0.56,3.05,26.8,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Taquan Mizzell,CHI,1.0,8.72,0.06,0.74,5.33,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Marcus Murphy,BUF,1.0,14.86,0.08,0.76,5.49,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Latavius Murray,MIN,1.0,25.72,0.19,0.7,5.58,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Detrez Newsome,LAC,1.0,11.51,0.09,0.55,4.63,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Roosevelt Nix,PIT,1.0,0.27,0.01,0.25,1.37,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamize Olawale,DAL,1.0,0.0,0.0,0.21,0.68,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijhaa Penny,NYG,1.0,2.49,0.03,0.76,6.74,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Adrian Peterson,WAS,1.0,55.79,0.39,0.96,8.02,0.04,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Troymaine Pope,LAC,1.0,7.03,0.05,0.23,0.28,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jalen Richard,OAK,1.0,32.47,0.24,3.42,29.73,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Theo Riddick,DET,1.0,22.0,0.15,4.78,34.75,0.23,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Stevan Ridley,PIT,1.0,10.71,0.07,0.36,2.62,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.03
Jacquizz Rodgers,TB,1.0,8.83,0.05,2.15,19.28,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jaylen Samuels,PIT,1.0,10.69,0.07,1.28,10.66,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Anthony Sherman,KC,1.0,0.47,0.01,0.47,3.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wendell Smallwood,PHI,1.0,8.07,0.05,0.66,4.95,0.04,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.04
Ito Smith,ATL,1.0,39.07,0.25,1.88,13.58,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Keith Smith,OAK,1.0,0.0,0.0,0.21,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rod Smith,DAL,1.0,8.34,0.06,0.76,5.08,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Darren Sproles,PHI,1.0,15.8,0.1,2.52,18.66,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Chris Thompson,WAS,1.0,16.22,0.08,3.48,28.64,0.19,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Danny Vitale,GB,1.0,0.0,0.0,0.2,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mark Walton,CIN,1.0,7.6,0.06,0.42,3.31,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
DeAndre Washington,OAK,1.0,15.79,0.11,0.48,3.03,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.02
Dwayne Washington,NO,1.0,5.27,0.02,0.27,1.81,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derek Watt,LAC,1.0,0.25,0.0,0.25,0.72,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Charcandrick West,KC,1.0,8.03,0.06,1.3,9.82,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
James White,NE,1.0,21.12,0.17,4.41,38.2,0.18,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Wilkins,IND,1.0,4.08,0.03,0.55,4.26,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Damien Williams,KC,1.0,49.45,0.32,4.06,28.31,0.15,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Darrel Williams,KC,1.0,9.91,0.08,0.87,7.63,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamaal Williams,GB,1.0,19.17,0.09,1.01,7.95,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brandon Wilson,CIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.18,0.02,0.02,0.02,0.02,0.09,RB,0.0
Jeff Wilson,SF,1.0,58.93,0.37,2.41,21.58,0.11,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
T.J. Yeldon,JAX,1.0,15.8,0.09,2.19,19.96,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Zach Zenner,DET,1.0,21.14,0.19,0.65,4.55,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
