Player,Bye,Proj,Actual,Pts vs.*,Sack,Safe,TFL,Int,Fum Rec,TD,TD,Blk Kick,4 Dwn Stops,Yds Allow*,3 And Outs,Yds,TD,TD,POS
No new player Notes Seattle Sea - DEF Final (L) 25-17 vs LAC,7,177,177,22.8,2.4,0.1,3.5,0.8,0.6,0.1,0.0,0.1,0.5,407,3.3,97.0,0.1,0.0,DST
No new player Notes Los Angeles LAC - DEF Final (W) 25-17 @ Sea,8,178,178,22.8,2.5,0.0,4.1,0.8,0.5,0.2,0.0,0.0,0.6,367,2.7,90.6,0.2,0.0,DST
No new player Notes Baltimore Bal - DEF Final (L) 23-16 vs Pit,10,179,179,22.5,2.4,0.1,3.7,0.8,0.5,0.2,0.0,0.0,0.7,370,3.0,53.7,0.2,0.0,DST
No new player Notes Pittsburgh Pit - DEF Final (W) 23-16 @ Bal,7,184,184,23.5,2.4,0.1,3.8,0.8,0.5,0.2,0.0,0.1,0.7,357,2.3,70.9,0.2,0.0,DST
No new player Notes New England NE - DEF Final (W) 31-17 vs GB,11,191,191,25.8,2.5,0.1,4.0,0.8,0.5,0.1,0.0,0.1,0.6,391,3.2,70.6,0.1,0.0,DST
No new player Notes Tennessee Ten - DEF Final (W) 28-14 @ Dal,8,202,202,22.3,2.2,0.0,3.0,0.7,0.5,0.1,0.1,0.1,0.3,336,2.4,68.5,0.1,0.1,DST
No new player Notes Buffalo Buf - DEF Final (L) 41-9 vs Chi,11,203,203,23.5,2.6,0.0,3.5,0.9,0.5,0.1,0.0,0.0,0.6,376,3.2,76.9,0.1,0.0,DST
No new player Notes Detroit Det - DEF Final (L) 24-9 @ Min,6,219,219,26.0,2.3,0.0,3.1,0.8,0.6,0.1,0.0,0.1,0.4,423,2.5,66.8,0.1,0.0,DST
No new player Notes Oakland Oak - DEF Final (L) 34-3 @ SF,7,243,243,23.5,2.8,0.1,3.8,0.8,0.7,0.1,0.0,0.0,0.3,310,3.0,39.9,0.1,0.0,DST
No new player Notes Atlanta Atl - DEF Final (W) 38-14 @ Was,8,278,278,23.3,2.1,0.0,3.1,0.6,0.5,0.1,0.0,0.0,0.3,354,2.4,56.8,0.1,0.0,DST
No new player Notes New Orleans NO - DEF Final (W) 45-35 vs LAR,6,284,284,28.3,2.4,0.0,3.3,0.8,0.5,0.1,0.1,0.0,0.4,457,2.7,67.3,0.1,0.1,DST
No new player Notes San Francisco SF - DEF Final (W) 34-3 vs Oak,11,288,288,20.5,2.5,0.0,3.3,0.8,0.5,0.1,0.0,0.0,0.4,365,3.5,31.9,0.1,0.0,DST
Player Note Cleveland Cle - DEF Final (L) 37-21 vs KC,11,313,313,29.8,2.1,0.0,3.0,0.6,0.5,0.1,0.1,0.0,0.3,423,2.4,58.3,0.1,0.1,DST
No new player Notes Green Bay GB - DEF Final (L) 31-17 @ NE,7,328,328,30.8,2.1,0.0,2.8,0.7,0.5,0.1,0.0,0.0,0.2,413,2.8,50.3,0.1,0.0,DST
No new player Notes Tampa Bay TB - DEF Final (L) 42-28 @ Car,5,332,332,30.5,2.1,0.0,2.8,0.6,0.5,0.1,0.1,0.1,0.5,407,1.9,72.5,0.1,0.1,DST
No new player Notes Los Angeles LAR - DEF Final (L) 45-35 @ NO,12,391,391,28.3,2.0,0.0,3.2,0.7,0.4,0.1,0.0,0.0,0.2,464.0,2.1,33.4,0.1,0.0,DST
No new player Notes Jacksonville Jax - DEF Bye,9,1562,1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes New York NYG - DEF Bye,9,1559,1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Indianapolis Ind - DEF Bye,9,1558,1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Cincinnati Cin - DEF Bye,9,1557,1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Philadelphia Phi - DEF Bye,9,1560,1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
No new player Notes Arizona Ari - DEF Bye,9,1561,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DST
